,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
0,NSE_EQ:HEROMOTOCO,2023-01-05 10:15:00+05:30,6431f36eadc74c9ba1cd56ee3249f818,BUY,2,2740.55,DELIVERY_T0,MARKET,2023-01-05 13:15:00+05:30,e3d9809096a043068fd48629a7fcb4dc,SELL,2.0,2738.7,DELIVERY_T0,MARKET,-3.7,-3.7,-0.07,-0.01,49996.3,-0.01
1,NSE_EQ:HEROMOTOCO,2023-01-13 09:15:00+05:30,784b5f6a6acd4e91ae3fee91ccd92007,BUY,2,2683.3,DELIVERY_T0,MARKET,2023-01-13 12:15:00+05:30,1eddb7bf00214b59863e0dd5d0627da5,SELL,2.0,2719.95,DELIVERY_T0,MARKET,73.3,69.6,1.37,0.14,50069.600000000006,0.0
2,NSE_EQ:HEROMOTOCO,2023-01-24 09:15:00+05:30,af2d0732f874484e85dd74e48fefeaff,BUY,2,2780.0,DELIVERY_T1,LIMIT,2023-01-24 10:15:00+05:30,ae1f1c9ab9d344cdb4bce7f54e4352fb,SELL,2.0,2771.55,DELIVERY_T0,MARKET,-16.9,52.7,-0.3,0.11,50052.700000000004,-0.03
3,NSE_EQ:HEROMOTOCO,2023-02-01 09:15:00+05:30,2f6d243911fd404ba7bfee171a20b021,BUY,2,2790.45,DELIVERY_T2,LIMIT,2023-02-01 10:15:00+05:30,0668754bb586452599103b2434ed2fde,SELL,2.0,2806.05,DELIVERY_T0,MARKET,31.2,83.9,0.56,0.17,50083.9,0.0
4,NSE_EQ:HEROMOTOCO,2023-02-06 10:15:00+05:30,e300a96d32ef435f8ffe114fffdf365f,BUY,2,2686.5,DELIVERY_T0,MARKET,2023-02-06 14:15:00+05:30,6b9d5f55b6394a789a6fe4db4de56233,SELL,2.0,2695.5,DELIVERY_T0,MARKET,18.0,101.9,0.34,0.2,50101.9,0.0
5,NSE_EQ:HEROMOTOCO,2023-02-10 12:15:00+05:30,6676772db1a641dbb7612630c77fa45f,BUY,2,2579.9,DELIVERY_T0,MARKET,2023-02-10 15:15:00+05:30,33e86ce4c325471094704121752e444a,SELL,2.0,2583.15,DELIVERY_T0,MARKET,6.5,108.4,0.13,0.22,50108.4,0.0
6,NSE_EQ:HEROMOTOCO,2023-02-21 09:15:00+05:30,c6cfad779ca44ef6a95addca15ad0eec,BUY,2,2532.2,DELIVERY_T1,LIMIT,2023-02-21 09:15:00+05:30,8b4ba7b62c024a3b8b4da9d385126b37,SELL,2.0,2540.0,DELIVERY_T0,MARKET,15.6,124.0,0.31,0.25,50124.0,0.0
7,NSE_EQ:HEROMOTOCO,2023-01-23 11:15:00+05:30,611d2a22eb964cf6b8fd334087d90126,BUY,2,2780.0,DELIVERY_T0,MARKET,,,,,,,,,,,,,
8,NSE_EQ:HEROMOTOCO,2023-01-25 14:15:00+05:30,b575eee3cbf342be999c9623a2207ddf,BUY,2,2790.45,DELIVERY_T0,MARKET,,,,,,,,,,,,,
9,NSE_EQ:HEROMOTOCO,2023-01-27 09:15:00+05:30,5799258d36514e1685c88063679c16f5,BUY,2,2790.45,DELIVERY_T2,LIMIT,,,,,,,,,,,,,
10,NSE_EQ:HEROMOTOCO,2023-01-30 09:15:00+05:30,83e4f451426c498fb7f63742e548f21a,BUY,2,2790.45,DELIVERY_T2,LIMIT,,,,,,,,,,,,,
11,NSE_EQ:HEROMOTOCO,2023-01-31 09:15:00+05:30,8bcce2a1138f4f3c9aa4511e92f5bfaa,BUY,2,2790.45,DELIVERY_T2,LIMIT,,,,,,,,,,,,,
12,NSE_EQ:HEROMOTOCO,2023-02-20 12:15:00+05:30,110901c592f54eed95ddbff0b543053e,BUY,2,2532.2,DELIVERY_T0,MARKET,,,,,,,,,,,,,
13,NSE_EQ:HEROMOTOCO,2023-02-24 12:15:00+05:30,811f10d26fb946ff8f65129dfb48fe6e,BUY,2,2492.1,DELIVERY_T0,MARKET,,,,,,,,,,,,,
